Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,CoapplicantIncome
LP001691,Female,No,2,Graduate,Yes,5000,395,4,1,Semiurban,Y,3666
LP001692,Male,No,2,Graduate,No,5000,395,4,1,Semiurban,Y,3666
LP001693,Female,No,2,Graduate,Yes,5000,395,4,1,Semiurban,Y,3666
LP001694,Female,No,2,Graduate,No,5000,395,4,1,Semiurban,Y,3666
LP001695,Female,No,2,Graduate,Yes,5000,395,4,1,Semiurban,Y,3666
LP001696,Male,No,2,Graduate,No,5000,395,4,1,Semiurban,Y,3666
LP001697,Female,No,0,Graduate,Yes,5000,395,4,1,Semiurban,Y,3666
LP001698,Female,No,0,Graduate,No,5000,395,4,1,Semiurban,Y,3666
LP001699,Male,No,0,Graduate,Yes,5000,395,4,1,Semiurban,Y,3666
LP001700,Male,No,0,Graduate,No,5000,395,4,1,Semiurban,Y,3666
LP001701,Female,No,0,Graduate,Yes,5000,395,4,1,Semiurban,Y,3666
LP001702,Female,No,0,Graduate,No,5000,395,4,1,Semiurban,Y,3666
LP001703,Female,No,0,Graduate,Yes,5000,395,4,1,Semiurban,Y,3666
LP001704,Male,No,0,Graduate,No,5000,790,4,1,Semiurban,Y,3666
LP001705,Female,No,0,Graduate,Yes,5000,790,4,1,Semiurban,Y,3666
LP001706,Male,No,0,Graduate,No,5000,790,4,1,Semiurban,Y,3666
LP001707,Male,No,0,Graduate,Yes,5000,790,4,1,Semiurban,Y,3666
LP001708,Male,Yes,0,Graduate,No,5000,790,4,1,Semiurban,Y,3666
LP001709,Male,Yes,0,Graduate,Yes,5000,790,4,1,Semiurban,Y,3666
LP001710,Male,Yes,0,Graduate,No,5000,790,4,1,Semiurban,Y,3666
LP001711,Male,Yes,0,Graduate,Yes,5000,790,4,1,Semiurban,Y,3666
LP001712,Male,Yes,0,Graduate,No,5000,790,4,1,Semiurban,Y,3666
LP001713,Male,Yes,0,Graduate,Yes,5000,790,4,1,Semiurban,Y,3666
LP001714,Male,Yes,0,Graduate,No,5000,790,4,1,Semiurban,Y,3666
LP001715,Male,Yes,0,Graduate,Yes,5000,790,4,1,Semiurban,Y,3666
LP001716,Male,No,0,Graduate,No,5000,790,4,1,Semiurban,Y,3666
LP001717,Male,Yes,0,Graduate,Yes,5000,790,4,1,Semiurban,Y,3666
LP001718,Male,No,0,Graduate,No,5000,790,4,1,Semiurban,Y,3666
LP001719,Male,Yes,0,Graduate,Yes,5000,790,4,1,Rural,Y,3666
LP001720,Male,No,0,Graduate,No,5000,790,4,1,Rural,Y,3666
LP001721,Male,No,0,Graduate,No,5000,790,4,1,Rural,Y,3666
LP001722,Male,No,0,Graduate,Yes,5000,790,4,1,Rural,Y,3666
LP001723,Male,Yes,0,Graduate,No,5000,790,4,1,Rural,Y,3666
LP001724,Male,Yes,0,Graduate,Yes,5000,790,4,1,Rural,Y,3666
LP001725,Male,Yes,1,Graduate,Yes,5000,790,3,1,Rural,Y,3666
LP001726,Male,Yes,1,Graduate,No,5000,790,3,1,Rural,Y,3666
LP001727,Male,Yes,1,Graduate,Yes,5000,790,3,1,Rural,Y,3666
LP001728,Male,Yes,1,Graduate,No,5000,790,3,1,Rural,Y,3666
LP001729,Male,No,1,Graduate,Yes,5000,790,3,1,Rural,Y,3666
LP001730,Male,Yes,1,Graduate,No,5000,790,3,1,Rural,Y,3666
LP001731,Male,No,1,Graduate,Yes,5000,790,3,1,Rural,Y,3666
LP001732,Male,Yes,1,Graduate,No,5000,790,3,1,Rural,Y,3666
LP001733,Male,No,1,Graduate,Yes,5000,790,3,1,Rural,Y,3666
LP001734,Male,Yes,1,Graduate,No,5000,790,3,1,Rural,Y,3666
LP001735,Male,No,1,Graduate,Yes,5000,790,3,1,Rural,Y,3666
LP001736,Male,Yes,1,Graduate,No,5000,790,3,1,Rural,Y,3666
LP001737,Male,No,1,Graduate,Yes,5000,790,3,1,Rural,Y,3666
LP001738,Male,Yes,1,Graduate,No,5000,790,3,1,Rural,Y,3666
LP001739,Male,No,1,Graduate,Yes,5000,790,3,1,Rural,Y,3666
LP001740,Male,Yes,1,Graduate,No,5000,790,1,1,Rural,Y,3666
LP001741,Male,No,1,Graduate,Yes,5000,790,1,1,Rural,Y,3666
LP001742,Male,Yes,1,Graduate,No,5000,790,1,1,Rural,Y,3666
LP001743,Male,Yes,1,Graduate,Yes,5000,790,1,1,Rural,Y,3666
LP001744,Male,No,1,Graduate,No,5000,790,1,1,Rural,Y,3666
LP001745,Female,No,1,Graduate,Yes,5000,790,1,1,Rural,Y,3666
LP001746,Female,No,1,Graduate,No,5000,790,1,1,Rural,Y,3666
LP001747,Female,No,1,Graduate,Yes,5000,790,1,1,Rural,Y,3666
LP001748,Female,No,1,Graduate,No,5000,790,1,1,Rural,Y,3666
LP001749,Female,No,1,Graduate,Yes,5000,790,1,1,Rural,Y,3666
LP001750,Female,No,1,Graduate,No,5000,790,1,1,Rural,Y,3666
LP001751,Female,No,1,Graduate,Yes,5000,790,1,1,Rural,Y,3666
LP001752,Female,No,1,Graduate,No,5000,790,1,1,Rural,Y,3666
LP001753,Female,No,1,Graduate,Yes,5000,790,1,1,Rural,Y,3666
LP001754,Female,No,1,Graduate,No,5000,790,1,1,Rural,Y,3666
LP001755,Female,No,1,Graduate,Yes,5000,790,1,1,Rural,Y,3666
LP001756,Female,Yes,1,Graduate,No,5000,790,1,1,Rural,Y,3666
LP001757,Female,Yes,1,Graduate,Yes,5000,790,1,1,Rural,Y,3666
LP001758,Female,Yes,1,Graduate,No,5000,790,1,1,Rural,Y,6666
LP001759,Female,Yes,1,Graduate,No,5000,790,1,1,Rural,Y,6666
LP001760,Female,Yes,2,Graduate,Yes,5000,790,1,1,Rural,Y,6666
LP001761,Female,Yes,2,Graduate,Yes,5000,790,1,1,Rural,Y,6666
LP001762,Female,Yes,2,Graduate,No,5000,790,1,1,Rural,Y,6666
LP001763,Female,Yes,2,Graduate,No,5000,790,1,1,Rural,Y,6666
LP001764,Female,Yes,2,Graduate,No,5000,790,1,1,Rural,Y,6666
LP001765,Female,Yes,2,Graduate,Yes,5000,790,1,1,Rural,Y,6666
LP001766,Female,Yes,2,Graduate,No,5000,790,1,1,Rural,Y,6666
LP001767,Female,Yes,2,Graduate,Yes,5000,790,1,1,Rural,Y,6666
LP001768,Female,Yes,2,Graduate,No,5000,790,1,1,Rural,Y,6666
LP001769,Female,Yes,0,Graduate,Yes,5000,790,1,1,Rural,Y,6666
LP001770,Female,Yes,0,Graduate,No,5000,790,1,1,Rural,Y,6666
LP001771,Female,Yes,0,Graduate,Yes,5000,790,1,1,Rural,Y,6666
LP001772,Female,Yes,0,Graduate,No,5000,790,1,1,Rural,Y,6666
LP001773,Male,Yes,0,Graduate,Yes,5000,790,1,1,Rural,Y,6666
LP001774,Female,Yes,0,Graduate,No,5000,790,1,1,Rural,Y,6666
LP001775,Male,Yes,0,Graduate,Yes,5000,790,1,1,Rural,Y,6666
LP001776,Female,Yes,0,Not Graduate,No,5000,790,1,1,Rural,Y,6666
LP001777,Male,Yes,3+,Not Graduate,Yes,5000,790,1,1,Rural,Y,6666
LP001778,Female,Yes,3+,Not Graduate,Yes,5000,790,1,1,Rural,Y,6666
LP001779,Male,Yes,3+,Not Graduate,Yes,5000,790,1,1,Rural,Y,6666
LP001780,Female,Yes,3+,Not Graduate,Yes,5000,790,1,1,Rural,Y,6666
LP001781,Female,Yes,3+,Not Graduate,Yes,5000,790,1,1,Rural,Y,6666
LP001782,Female,Yes,3+,Not Graduate,Yes,5000,790,1,1,Rural,Y,6666
LP001783,Male,Yes,3+,Not Graduate,No,5000,790,1,1,Rural,Y,6666
LP001784,Male,No,3+,Not Graduate,No,5000,790,1,1,Rural,Y,6666
LP001785,Male,No,3+,Not Graduate,No,5000,790,1,1,Urban,Y,6666
LP001786,Male,No,3+,Not Graduate,No,5000,790,1,1,Urban,Y,6666
LP001787,Male,No,3+,Not Graduate,No,5000,790,1,1,Urban,Y,6666
LP001788,Male,No,3+,Not Graduate,No,5000,790,1,1,Urban,N,6666
LP001789,Female,No,3+,Not Graduate,No,5000,790,1,1,Urban,N,6666
LP001790,Female,No,3+,Not Graduate,No,5000,790,1,1,Urban,N,6666
LP001791,Male,No,3+,Not Graduate,No,5000,790,1,1,Urban,N,6666
LP001792,Male,No,3+,Not Graduate,No,5000,790,1,1,Urban,N,6666
LP001793,Male,No,3+,Not Graduate,No,5000,790,1,1,Urban,N,6666
LP001794,Male,No,3+,Not Graduate,No,5000,790,1,1,Urban,N,6666
LP001795,Female,No,3+,Not Graduate,No,5000,790,1,1,Urban,N,6666
LP001796,Female,No,3+,Not Graduate,No,5000,790,1,1,Urban,N,6666
LP001797,Female,No,2,Not Graduate,Yes,5000,790,1,1,Urban,N,6666
LP001798,Female,No,2,Not Graduate,No,17000,790,1,1,Urban,N,6666
LP001799,Female,No,2,Not Graduate,Yes,17000,790,1,1,Urban,N,6666
LP001800,Female,No,2,Not Graduate,No,17000,790,1,1,Urban,N,6666
LP001801,Female,No,2,Not Graduate,Yes,17000,790,1,1,Urban,N,6666
LP001802,Female,No,2,Graduate,No,17000,790,1,1,Urban,N,6666
LP001803,Female,Yes,2,Graduate,Yes,17000,790,1,1,Urban,N,6666
LP001804,Female,Yes,2,Graduate,No,17000,790,1,1,Urban,N,6666
LP001805,Male,Yes,2,Graduate,Yes,17000,790,1,1,Urban,N,6666
LP001806,Male,Yes,2,Graduate,No,17000,790,1,1,Urban,N,6666
LP001807,Male,Yes,2,Graduate,Yes,17000,790,1,1,Urban,N,3000
LP001808,Male,Yes,2,Graduate,No,17000,790,1,1,Urban,N,3000
LP001809,Male,Yes,2,Graduate,Yes,17000,790,1,1,Urban,N,3000
LP001810,Male,Yes,2,Graduate,No,17000,790,1,1,Urban,N,3000
LP001811,Male,Yes,2,Graduate,Yes,17000,790,1,1,Urban,N,3000
LP001812,Male,Yes,2,Graduate,No,17000,790,1,1,Urban,N,3000
LP001813,Male,Yes,2,Graduate,Yes,17000,790,1,1,Urban,N,3000
LP001814,Male,Yes,2,Graduate,No,17000,790,1,1,Urban,N,3000
LP001815,Male,Yes,2,Graduate,Yes,17000,790,1,1,Urban,N,3000
LP001816,Male,Yes,2,Graduate,No,17000,790,1,1,Urban,N,3000
LP001817,Male,Yes,2,Graduate,Yes,17000,790,1,1,Urban,N,3000
LP001818,Male,Yes,2,Graduate,No,17000,790,1,1,Urban,N,3000
LP001819,Male,Yes,2,Graduate,Yes,17000,790,1,1,Urban,N,3000
LP001820,Male,Yes,0,Graduate,No,17000,790,1,1,Urban,N,3000
LP001821,Male,No,0,Graduate,Yes,17000,790,1,1,Urban,N,3000
LP001822,Male,No,0,Graduate,No,17000,790,1,1,Urban,N,3000
LP001823,Male,No,0,Graduate,Yes,17000,790,1,1,Urban,N,3000
LP001824,Male,No,0,Graduate,No,17000,790,1,1,Urban,N,3000
LP001825,Male,No,0,Graduate,Yes,17000,790,1,1,Urban,N,3000
LP001826,Male,No,0,Graduate,No,17000,790,1,1,Urban,N,3000
LP001827,Male,No,0,Graduate,Yes,17000,790,1,1,Urban,N,3000
LP001828,Male,No,0,Graduate,No,17000,790,1,1,Urban,N,3000
LP001829,Male,No,0,Graduate,Yes,17000,790,1,1,Urban,N,3000
LP001830,Male,No,0,Graduate,No,17000,790,1,1,Urban,N,3000
LP001831,Male,No,0,Graduate,Yes,17000,790,1,1,Urban,N,3000
LP001832,Male,No,0,Graduate,No,17000,790,1,1,Urban,N,3000
LP001833,Male,No,0,Graduate,Yes,17000,790,1,1,Urban,N,3000
LP001834,Male,No,0,Graduate,No,17000,790,1,1,Urban,N,3000
LP001835,Male,No,0,Graduate,Yes,17000,790,1,1,Urban,N,3000
LP001836,Male,No,0,Graduate,No,17000,790,1,1,Urban,N,3000
LP001837,Female,No,0,Graduate,Yes,17000,790,1,1,Urban,N,3000
LP001838,Female,No,0,Graduate,No,17000,790,1,1,Urban,N,3000
LP001839,Female,No,0,Graduate,Yes,17000,790,1,1,Urban,N,3000
LP001840,Female,No,0,Graduate,No,17000,790,1,1,Urban,N,3000
LP001841,Female,No,0,Graduate,Yes,17000,790,1,1,Urban,N,3000
LP001842,Male,No,0,Graduate,No,17000,790,5,1,Urban,N,3000
LP001843,Male,No,0,Graduate,Yes,19300,790,5,1,Urban,N,3000
LP001844,Male,No,0,Graduate,Yes,19300,3160,5,0,Urban,N,3000
LP001845,Male,No,0,Graduate,No,19300,3160,5,0,Urban,N,3000
LP001846,Male,No,0,Graduate,No,19300,3160,5,0,Urban,N,3000
LP001847,Male,No,0,Graduate,No,19300,3160,5,0,Urban,N,3000
LP001848,Male,No,0,Graduate,No,19300,3160,5,0,Urban,N,6000
LP001849,Male,No,0,Graduate,Yes,19300,3160,5,0,Urban,N,3000
LP001850,Male,No,0,Graduate,Yes,19300,3160,5,0,Urban,N,6000
LP001851,Male,No,0,Graduate,No,19300,3160,5,0,Urban,N,3000
LP001852,Male,No,0,Graduate,No,19300,3160,5,0,Urban,N,3000
LP001853,Male,No,0,Graduate,Yes,19300,3160,5,0,Urban,N,3000
LP001854,Male,No,0,Graduate,Yes,19300,3160,5,0,Urban,N,6000
LP001855,Female,No,0,Graduate,No,19300,3160,5,0,Urban,N,6000
LP001856,Female,Yes,0,Graduate,Yes,19300,3160,5,0,Urban,N,6000
LP001857,Female,Yes,0,Graduate,Yes,19300,3160,5,0,Urban,N,6000
LP001858,Female,Yes,0,Graduate,Yes,19300,3160,5,0,Urban,N,6000
LP001859,Female,Yes,0,Graduate,No,19300,3160,5,0,Urban,N,6000
LP001860,Female,Yes,0,Graduate,No,19300,3160,5,0,Urban,N,6000
LP001861,Female,Yes,0,Graduate,Yes,19300,3160,5,0,Urban,N,15000
LP001862,Female,Yes,0,Graduate,Yes,19300,3160,5,0,Urban,N,15000
LP001863,Female,Yes,0,Graduate,No,19300,3160,5,0,Urban,N,15000
LP001864,Female,Yes,0,Graduate,No,19300,3160,5,0,Urban,N,15000
LP001865,Female,Yes,0,Graduate,Yes,2300,3160,5,0,Urban,N,15000
LP001866,Female,Yes,0,Graduate,Yes,2300,3160,5,0,Urban,N,15000
LP001867,Female,Yes,0,Graduate,Yes,2300,790,5,0,Urban,N,15000
LP001868,Female,Yes,0,Graduate,Yes,2300,790,5,0,Urban,N,15000
LP001869,Female,Yes,0,Graduate,Yes,2300,790,6,0,Urban,N,15000
LP001870,Female,Yes,0,Graduate,Yes,2300,790,6,0,Urban,N,15000
LP001871,Female,Yes,0,Graduate,Yes,2300,790,6,0,Urban,N,15000
LP001872,Female,Yes,0,Graduate,Yes,2300,790,6,0,Urban,N,15000
LP001873,Male,Yes,0,Not Graduate,Yes,2300,790,6,0,Urban,N,15000
LP001874,Male,Yes,0,Not Graduate,No,2300,790,6,0,Urban,N,15000
LP001875,Male,Yes,0,Not Graduate,No,2300,790,6,0,Urban,N,15000
LP001876,Male,Yes,0,Not Graduate,No,2300,790,6,0,Urban,N,15000
LP001877,Male,Yes,0,Not Graduate,No,2300,790,6,0,Urban,N,15000
LP001878,Male,No,0,Not Graduate,No,2300,790,6,0,Urban,N,15000
LP001879,Male,No,0,Not Graduate,No,2300,790,6,0,Urban,N,9000
LP001880,Male,No,0,Not Graduate,No,2300,790,6,0,Urban,N,9000
LP001881,Female,No,0,Not Graduate,No,2300,790,6,0,Urban,N,9000
LP001882,Female,No,0,Not Graduate,No,2300,790,6,0,Urban,N,9000
LP001883,Female,No,0,Not Graduate,No,2300,790,6,0,Urban,N,9000
LP001884,Female,No,0,Not Graduate,No,2300,790,6,0,Urban,N,9000
LP001885,Female,No,0,Not Graduate,No,2300,790,6,0,Urban,N,9000
LP001886,Female,No,0,Not Graduate,No,2300,790,6,0,Urban,N,9000
LP001887,Female,No,0,Not Graduate,No,2300,790,6,0,Urban,N,9000
LP001888,Female,No,0,Not Graduate,Yes,2300,790,6,0,Urban,N,9000
LP001889,Female,No,0,Not Graduate,Yes,2300,790,6,0,Urban,N,9000
LP001890,Female,No,0,Not Graduate,Yes,4600,790,6,0,Urban,N,9000
LP001891,Female,No,0,Not Graduate,Yes,4600,790,6,0,Urban,N,9000
LP001892,Male,No,0,Graduate,Yes,4600,790,6,0,Urban,N,9000
LP001893,Male,No,0,Graduate,Yes,4600,790,6,0,Urban,N,9000
LP001894,Male,No,0,Graduate,Yes,4600,790,6,0,Urban,N,9000
LP001895,Male,No,0,Graduate,Yes,4600,790,6,0,Urban,N,9000
LP001896,Male,No,0,Graduate,Yes,4600,790,6,0,Urban,N,9000
LP001897,Male,No,0,Graduate,Yes,4600,790,6,0,Urban,N,9000
LP001898,Male,No,0,Graduate,Yes,4600,790,6,0,Urban,N,9000
LP001899,Female,No,0,Graduate,Yes,4600,790,6,0,Urban,N,9000
LP001900,Female,No,3+,Graduate,Yes,4600,1580,6,0,Urban,N,9000
LP001901,Female,No,3+,Graduate,Yes,4600,1580,6,0,Urban,N,9000
LP001902,Female,No,3+,Graduate,Yes,4600,1580,6,0,Urban,N,9000
LP001903,Female,No,3+,Graduate,Yes,4600,1580,6,0,Urban,N,9000
LP001904,Female,No,3+,Graduate,Yes,4600,1580,6,0,Urban,N,9000
LP001905,Female,No,3+,Graduate,Yes,4600,1580,6,0,Urban,N,12000
LP001906,Female,Yes,3+,Graduate,Yes,4600,1580,6,0,Urban,N,12000
LP001907,Female,Yes,3+,Graduate,Yes,4600,1580,6,0,Urban,N,3000
LP001908,Female,Yes,3+,Graduate,No,4600,1580,6,0,Urban,N,3000
LP001909,Female,Yes,3+,Graduate,No,4600,1580,6,0,Urban,N,500
LP001910,Female,Yes,3+,Graduate,No,4600,1580,6,0,Urban,N,500
LP001911,Female,Yes,3+,Graduate,No,4600,1580,6,0,Urban,N,500
LP001912,Male,Yes,3+,Not Graduate,No,4600,1580,6,0,Urban,N,500
LP001913,Male,Yes,3+,Not Graduate,No,4600,1580,6,0,Urban,N,500
LP001914,Male,Yes,3+,Not Graduate,No,4600,1580,6,0,Urban,Y,500
LP001915,Male,Yes,3+,Not Graduate,No,4600,1580,6,0,Urban,Y,500
LP001916,Male,Yes,3+,Not Graduate,No,4600,1580,6,0,Urban,Y,500
LP001917,Male,Yes,3+,Not Graduate,No,4600,2480,6,0,Urban,Y,500
LP001918,Male,Yes,3+,Not Graduate,No,4600,2480,6,0,Urban,Y,500
LP001919,Male,Yes,3+,Not Graduate,No,4600,2480,6,0,Urban,Y,500
LP001920,Male,Yes,3+,Not Graduate,Yes,4600,2480,6,0,Urban,Y,500
LP001921,Male,Yes,3+,Not Graduate,Yes,4600,2480,6,0,Urban,Y,500
LP001922,Male,Yes,3+,Not Graduate,Yes,4600,2480,6,0,Urban,Y,500
LP001923,Male,Yes,3+,Not Graduate,Yes,4600,2480,6,0,Urban,Y,500
LP001924,Male,Yes,3+,Not Graduate,Yes,4600,2480,6,0,Urban,Y,500
LP001925,Female,Yes,3+,Not Graduate,Yes,4600,2480,6,0,Urban,Y,500
LP001926,Female,Yes,3+,Not Graduate,Yes,4600,2480,6,0,Urban,Y,500
LP001927,Female,No,3+,Not Graduate,Yes,4600,2480,6,0,Urban,Y,500
LP001928,Female,No,3+,Not Graduate,Yes,4600,2480,6,0,Urban,Y,500
LP001929,Female,No,3+,Not Graduate,Yes,4600,2480,6,0,Urban,Y,500
LP001930,Female,No,3+,Not Graduate,Yes,4600,2480,6,0,Urban,Y,500
LP001931,Female,No,3+,Not Graduate,Yes,4600,2480,6,0,Urban,Y,500
LP001932,Female,No,3+,Not Graduate,Yes,4600,2480,6,0,Urban,Y,500
LP001933,Female,No,3+,Not Graduate,Yes,4600,2480,6,0,Urban,Y,500
LP001934,Male,No,3+,Not Graduate,Yes,4600,2480,6,0,Urban,Y,500
LP001935,Male,No,3+,Not Graduate,Yes,4600,2480,6,0,Urban,Y,500
LP001936,Male,No,3+,Not Graduate,Yes,4600,2480,6,0,Urban,Y,500
LP001937,Male,No,3+,Not Graduate,Yes,4600,2480,6,0,Urban,Y,500
LP001938,Male,No,3+,Not Graduate,Yes,4600,2480,6,0,Urban,Y,500
LP001939,Male,No,3+,Not Graduate,Yes,4600,2480,6,0,Urban,Y,500
LP001940,Male,Yes,3+,Not Graduate,Yes,4600,2480,6,0,Urban,Y,500
LP001941,Male,Yes,3+,Not Graduate,No,4600,2480,6,0,Urban,Y,500
LP001942,Male,Yes,3+,Not Graduate,No,4600,2480,6,0,Urban,Y,500
LP001943,Male,Yes,3+,Not Graduate,No,4600,2480,6,0,Urban,Y,500
LP001944,Male,Yes,3+,Not Graduate,No,4600,2480,6,0,Urban,Y,500
LP001945,Male,Yes,3+,Not Graduate,No,4600,2480,6,0,Urban,Y,500
LP001946,Male,Yes,3+,Not Graduate,No,4600,2480,6,0,Urban,Y,500
LP001947,Male,Yes,3+,Graduate,No,4600,2480,6,0,Urban,Y,500
LP001948,Male,Yes,3+,Graduate,No,4600,2480,6,0,Urban,Y,500
LP001949,Male,Yes,3+,Graduate,No,4600,2480,6,0,Urban,Y,500
LP001950,Male,Yes,3+,Graduate,No,4600,2480,6,0,Urban,Y,500
LP001951,Male,Yes,3+,Graduate,No,4600,2480,6,0,Urban,Y,500
LP001952,Male,Yes,3+,Graduate,No,4600,2480,6,0,Urban,Y,500
LP001953,Female,Yes,2,Graduate,No,4600,2480,6,0,Urban,Y,500
LP001954,Female,Yes,2,Graduate,No,4600,2480,6,0,Urban,Y,500
LP001955,Female,Yes,2,Graduate,No,4600,2480,6,0,Urban,Y,500
LP001956,Female,Yes,2,Graduate,No,4600,2480,6,0,Urban,Y,500
LP001957,Female,Yes,2,Graduate,No,4600,2480,6,0,Urban,Y,500
LP001958,Female,Yes,2,Graduate,No,4600,2880,6,0,Urban,Y,500
LP001959,Female,Yes,2,Graduate,Yes,4600,2880,6,0,Urban,Y,500
LP001960,Female,Yes,2,Graduate,Yes,4600,2880,6,0,Urban,Y,500
LP001961,Female,No,2,Graduate,Yes,4600,2880,6,0,Urban,Y,500
LP001962,Female,No,2,Graduate,No,4600,2880,6,0,Urban,Y,500
LP001963,Female,No,2,Graduate,No,4600,2880,6,0,Urban,Y,500
LP001964,Female,No,2,Graduate,No,4600,2880,6,0,Urban,Y,500
LP001965,Female,No,2,Graduate,No,4600,2880,6,0,Urban,Y,500
LP001966,Male,No,2,Graduate,No,4600,2880,6,0,Urban,Y,500
LP001967,Male,No,2,Graduate,No,4600,2880,6,0,Urban,Y,500
LP001968,Male,No,2,Not Graduate,No,4600,2880,6,0,Urban,Y,500
LP001969,Male,No,2,Not Graduate,No,4600,2880,6,0,Urban,Y,500
LP001970,Male,No,2,Not Graduate,Yes,4600,2880,6,0,Urban,Y,500
LP001971,Male,No,2,Not Graduate,No,4600,2880,6,0,Urban,Y,500
LP001972,Male,No,2,Not Graduate,Yes,4600,2880,6,0,Urban,Y,500
LP001973,Female,No,2,Not Graduate,No,4600,2880,6,0,Urban,Y,500
LP001974,Female,No,2,Not Graduate,Yes,4600,2880,6,0,Urban,Y,500
LP001975,Female,Yes,2,Not Graduate,No,4600,2880,6,0,Urban,Y,500
LP001976,Female,Yes,2,Not Graduate,Yes,4600,2880,6,0,Urban,Y,500
LP001977,Female,Yes,2,Not Graduate,No,4600,2880,6,0,Urban,Y,500
LP001978,Female,Yes,2,Not Graduate,Yes,4600,2880,6,0,Urban,Y,500
LP001979,Female,Yes,2,Not Graduate,No,18400,2880,6,0,Urban,Y,500
LP001980,Female,Yes,0,Not Graduate,Yes,18400,2880,6,0,Urban,Y,500
LP001981,Female,Yes,0,Not Graduate,No,18400,2880,6,0,Urban,Y,500
LP001982,Female,Yes,0,Not Graduate,Yes,18400,2880,6,0,Urban,Y,500
LP001983,Female,Yes,0,Graduate,No,18400,2880,6,0,Urban,Y,500
LP001984,Female,Yes,0,Graduate,Yes,18400,2880,6,0,Urban,Y,500
LP001985,Female,Yes,0,Graduate,No,18400,2880,6,0,Urban,Y,500
LP001986,Female,Yes,0,Graduate,Yes,18400,2880,6,0,Urban,Y,500
LP001987,Male,Yes,0,Graduate,No,18400,2880,6,0,Urban,Y,500
LP001988,Female,Yes,0,Graduate,Yes,45400,2880,6,0,Urban,Y,500
LP001989,Male,Yes,0,Graduate,No,45400,2880,6,0,Urban,Y,500
LP001990,Female,Yes,0,Graduate,Yes,45400,2880,6,0,Urban,Y,500
LP001991,Male,Yes,0,Graduate,No,45400,2880,6,0,Urban,Y,500
LP001992,Female,Yes,0,Graduate,Yes,45400,2880,6,0,Urban,Y,500
LP001993,Male,Yes,0,Graduate,No,45400,2880,6,0,Urban,Y,500
LP001994,Male,Yes,0,Graduate,Yes,45400,2880,6,0,Urban,Y,500
LP001995,Female,Yes,0,Graduate,No,45400,2880,6,0,Urban,Y,500
LP001996,Male,Yes,0,Graduate,Yes,45400,2880,6,0,Urban,Y,500
LP001997,Female,Yes,0,Graduate,No,45400,2880,6,0,Urban,Y,500
LP001998,Male,No,0,Graduate,Yes,45400,2880,6,0,Urban,Y,500
LP001999,Female,No,0,Graduate,No,45400,2880,6,0,Urban,Y,500
LP002000,Male,No,0,Graduate,Yes,45400,2880,6,0,Urban,Y,500
LP002001,Female,No,0,Graduate,Yes,45400,2880,6,0,Urban,Y,500
LP002002,Male,No,0,Graduate,No,45400,2880,6,0,Urban,Y,500
LP002003,Male,No,0,Graduate,Yes,45400,2880,6,0,Urban,Y,500
LP002004,Male,No,0,Graduate,No,45400,2880,6,0,Urban,Y,500
LP002005,Male,No,0,Graduate,Yes,45400,2880,6,0,Urban,Y,500
LP002006,Male,No,0,Graduate,No,45400,2880,6,0,Urban,Y,500
LP002007,Female,No,0,Graduate,Yes,45400,2880,7,0,Urban,Y,500
LP002008,Male,No,0,Graduate,No,18400,2880,7,0,Urban,Y,500
LP002009,Female,No,0,Graduate,Yes,18400,2880,7,0,Urban,Y,500
LP002010,Male,No,0,Graduate,No,18400,2880,7,0,Urban,Y,500
LP002011,Female,No,0,Graduate,Yes,18400,2880,7,0,Urban,Y,500
LP002012,Female,No,0,Graduate,No,18400,2880,7,0,Urban,Y,500
LP002013,Male,No,0,Graduate,Yes,18400,2880,7,0,Urban,Y,500
LP002014,Female,No,0,Graduate,No,18400,2880,7,0,Urban,Y,500
LP002015,Male,Yes,1,Graduate,Yes,18400,2880,7,0,Urban,Y,500
LP002016,Male,No,1,Graduate,No,18400,2880,7,0,Urban,Y,500
LP002017,Male,Yes,1,Graduate,Yes,18400,2880,7,0,Urban,Y,500
LP002018,Male,No,1,Graduate,No,18400,2880,7,0,Urban,Y,500
LP002019,Male,Yes,1,Graduate,Yes,18400,2880,7,0,Urban,Y,500
LP002020,Male,No,1,Graduate,No,18400,2880,7,0,Urban,Y,500
LP002021,Male,Yes,1,Graduate,Yes,18400,2880,7,0,Urban,Y,500
LP002022,Male,Yes,1,Graduate,No,18400,2880,7,0,Urban,Y,500
LP002023,Male,No,1,Graduate,Yes,18400,2880,7,0,Urban,Y,500
LP002024,Male,No,1,Graduate,No,18400,2880,7,0,Urban,Y,500
LP002025,Male,No,1,Graduate,Yes,18400,2880,7,0,Urban,Y,500
LP002026,Male,No,1,Graduate,No,18400,2880,7,0,Urban,Y,500
LP002027,Male,No,1,Graduate,Yes,18400,2880,7,0,Urban,Y,500
LP002028,Male,No,1,Graduate,No,18400,2880,7,0,Urban,Y,3000
LP002029,Male,Yes,1,Graduate,Yes,18400,3080,7,0,Urban,Y,3000
LP002030,Male,Yes,1,Graduate,No,18400,3080,7,0,Urban,Y,3000
LP002031,Male,Yes,1,Graduate,Yes,18400,3080,7,0,Urban,Y,3000
LP002032,Male,Yes,1,Graduate,No,18400,3080,7,0,Urban,Y,3000
